LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PoolArea,YrSold,MoSold,Neighborhood,HouseStyle,GarageType,ExterCond,SalePrice
17536,1,1,1970,1967,1811.0,3798,1,0,5,1,4,2,1,773.0,400,2022,6,Oakwood,1.5Story,None,Fair,503300
14104,4,1,1972,1952,592.0,2363,2,0,5,1,3,2,3,,0,2023,8,Oakwood,SplitLevel,BuiltIn,Excellent,364100
4734,3,10,2001,1981,2379.0,768,2,1,1,1,6,1,2,6.0,400,2020,8,Downtown,1.5Story,BuiltIn,Good,343500
13916,4,6,1991,2017,1590.0,2173,3,0,3,2,8,2,1,768.0,200,2016,4,Suburbia,1Story,Attached,Poor,376700
9269,3,5,2018,1975,1065.0,2236,3,0,2,1,4,2,3,,0,2023,4,Hillcrest,1.5Story,None,Poor,389600
11711,2,9,1973,1961,572.0,1133,1,0,2,1,8,1,0,583.0,0,2023,7,Northgate,SplitLevel,None,Good,203400
19832,4,2,1971,1995,292.0,4329,2,1,1,1,10,0,1,850.0,0,2020,6,Sunnyvale,1.5Story,None,Fair,487900
6568,1,10,1952,1984,173.0,2365,1,0,3,1,11,1,0,124.0,0,2019,6,Riverside,2Story,BuiltIn,Fair,293100
10373,9,4,2005,1984,2061.0,1303,3,0,5,2,8,0,3,828.0,400,2018,5,Northgate,1Story,BuiltIn,Average,373800
9059,6,1,1997,2019,912.0,3067,1,0,2,2,10,0,1,156.0,0,2019,7,Sunnyvale,1Story,None,Poor,434300
4724,2,1,2019,2002,625.0,3820,2,0,3,2,7,1,0,203.0,200,2017,9,Sunnyvale,1.5Story,None,Excellent,495300
15345,9,10,1967,1963,986.0,2893,3,1,5,2,5,1,3,148.0,0,2022,3,Old Town,SplitLevel,Detached,Fair,440400
16832,9,1,2009,2018,236.0,1936,2,0,4,1,6,1,0,604.0,200,2015,1,Sunnyvale,SplitLevel,Attached,Good,348000
11436,8,6,2003,1960,1491.0,3169,3,1,1,1,4,1,0,851.0,0,2021,11,Lakeside,1.5Story,None,Good,582000
3827,6,7,1990,1957,143.0,2570,1,0,3,1,7,1,1,847.0,400,2020,6,Oakwood,SplitLevel,Detached,Fair,393700
4931,9,6,2008,1996,,3752,3,0,1,1,11,0,0,396.0,0,2023,12,Sunnyvale,1.5Story,None,Poor,527900
12768,8,7,2014,1959,1561.0,2290,1,0,4,2,4,0,2,801.0,400,2015,12,Lakeside,2Story,Attached,Fair,505000
8772,6,10,1994,1993,270.0,4456,3,0,5,1,9,2,1,286.0,200,2019,7,Northgate,1.5Story,Attached,Good,595700
16550,6,5,1986,2002,1116.0,1671,3,1,3,2,3,0,2,664.0,0,2019,8,Northgate,1.5Story,Attached,Average,342400
12503,2,6,1952,1998,1940.0,3501,3,0,4,1,5,1,2,142.0,0,2021,12,Sunnyvale,1.5Story,Attached,Fair,496400
18990,1,8,2002,1994,452.0,4318,1,0,5,2,10,0,2,340.0,0,2023,5,Northgate,1Story,,Poor,442900
4733,2,10,1953,1988,962.0,3637,3,0,1,2,5,2,1,615.0,400,2019,1,Lakeside,1.5Story,BuiltIn,Good,525200
6636,6,4,1956,1988,759.0,2508,1,0,3,2,3,2,1,574.0,400,2022,3,Old Town,SplitLevel,BuiltIn,Poor,338300
11155,9,9,1968,1964,1868.0,1103,3,0,3,2,9,0,1,474.0,0,2020,12,Northgate,1.5Story,BuiltIn,Fair,311200
3614,6,5,1950,2009,74.0,1898,1,0,5,2,6,0,3,54.0,0,2023,11,Downtown,2Story,Attached,Good,334200
10343,7,10,1956,2017,2487.0,1968,3,1,5,1,8,2,2,292.0,0,2019,5,Riverside,1Story,Attached,Good,440100
17489,3,4,2016,2018,1308.0,3684,1,0,2,2,6,0,3,565.0,0,2017,8,Downtown,1.5Story,Attached,Excellent,537600
18679,2,4,1978,1952,408.0,3467,3,1,5,2,3,1,3,420.0,0,2018,8,Old Town,2Story,BuiltIn,Fair,393300
18921,8,9,2022,1971,1180.0,2625,2,1,5,1,4,0,3,848.0,400,2017,6,Sunnyvale,SplitLevel,Detached,Average,497600
14714,10,10,1974,1981,1934.0,1878,3,0,2,2,8,2,1,710.0,0,2018,7,Sunnyvale,1.5Story,Attached,Average,442200
19725,9,3,1999,2009,,1207,2,0,5,1,3,0,2,319.0,0,2019,4,Northgate,SplitLevel,Detached,Average,265100
9376,3,6,2009,1978,872.0,1886,1,0,1,2,4,1,3,759.0,200,2016,9,Northgate,1Story,Detached,Good,350700
3560,7,4,1952,1963,1880.0,1972,2,0,5,2,5,2,3,214.0,0,2023,4,Old Town,SplitLevel,Attached,Excellent,397800
15640,1,8,1959,1993,613.0,3681,2,1,3,2,4,2,3,197.0,0,2021,1,Northgate,1Story,None,Average,423100
7188,2,3,2020,1993,910.0,2725,3,1,2,2,11,0,3,858.0,0,2022,10,Sunnyvale,1Story,None,Poor,410800
8891,4,10,1990,1953,702.0,2481,3,1,4,1,11,1,2,410.0,0,2023,7,Hillcrest,SplitLevel,None,Poor,380600
13209,10,5,1973,1978,260.0,2516,1,1,2,1,4,0,0,508.0,0,2023,8,Suburbia,2Story,Detached,Good,406200
8258,5,10,2016,1976,1602.0,869,2,1,1,2,9,0,2,732.0,0,2016,8,Greenfield,1Story,Attached,Good,301600
12268,1,4,1989,2010,1138.0,3253,2,1,3,2,6,1,3,367.0,200,2019,5,Riverside,2Story,None,Poor,412100
13028,7,8,2001,1999,2318.0,1526,2,1,3,1,7,1,1,600.0,0,2016,3,Sunnyvale,SplitLevel,Attached,Excellent,402100
13380,8,10,1999,2001,1152.0,2434,3,1,5,2,6,0,2,443.0,0,2020,6,Old Town,1.5Story,BuiltIn,Good,451100
6420,3,4,1985,2001,2243.0,2161,2,0,3,1,7,1,1,732.0,0,2015,6,Hillcrest,2Story,Detached,Good,393200
11202,1,8,2004,1950,1033.0,3093,2,1,3,2,5,0,1,392.0,0,2022,3,Northgate,1.5Story,None,Fair,361200
5289,3,1,2011,1970,455.0,4099,3,0,4,1,8,1,2,633.0,0,2020,3,Suburbia,1.5Story,BuiltIn,Excellent,509800
4059,9,4,2004,1989,51.0,3832,1,1,1,1,5,2,1,617.0,0,2017,11,Old Town,SplitLevel,Attached,Poor,437900
6812,3,4,1978,2020,1961.0,2004,2,0,1,1,9,0,2,29.0,0,2020,4,Hillcrest,2Story,Attached,Excellent,401200
11152,6,2,1963,2018,1348.0,4112,1,1,4,1,10,1,3,866.0,0,2015,2,Greenfield,1Story,Attached,Good,535600
14536,1,6,2003,1953,2374.0,3571,1,0,2,2,3,1,0,60.0,200,2018,12,Lakeside,SplitLevel,,Fair,558200
9738,7,4,1958,1958,2443.0,3782,3,1,1,2,4,2,1,871.0,0,2015,4,Riverside,1.5Story,Detached,Poor,564000
7804,1,5,1980,1982,400.0,1935,3,1,2,2,9,2,2,87.0,0,2015,4,Sunnyvale,SplitLevel,Attached,Excellent,331100
6304,3,7,1968,1974,614.0,1780,3,1,4,1,6,2,3,817.0,0,2019,9,Oakwood,2Story,Detached,Excellent,322200
11691,7,10,1995,2000,1654.0,3874,3,1,1,2,9,1,0,238.0,0,2016,2,Oakwood,1Story,BuiltIn,Good,571900
13395,9,3,1973,1953,1237.0,4360,3,1,4,2,6,0,0,421.0,0,2018,11,Suburbia,1.5Story,BuiltIn,Good,593200
12077,9,10,1974,1980,1851.0,3465,1,1,4,1,4,1,3,834.0,0,2016,9,Suburbia,SplitLevel,BuiltIn,Poor,510300
9140,10,9,1972,2006,721.0,1228,1,0,1,2,10,2,1,861.0,0,2022,1,Greenfield,2Story,BuiltIn,Fair,259100
14534,9,10,2020,2010,802.0,3317,1,0,3,2,10,0,0,589.0,0,2019,7,Riverside,2Story,Detached,Fair,483400
11080,5,5,2010,1987,763.0,1778,1,0,3,1,4,2,1,362.0,0,2019,3,Suburbia,2Story,BuiltIn,Excellent,346400
14787,6,3,1977,1972,886.0,2825,2,1,5,2,10,0,3,830.0,0,2020,7,Sunnyvale,2Story,Detached,Fair,422100
14873,5,2,1967,2003,1017.0,3676,2,0,4,2,3,1,2,566.0,200,2022,12,Riverside,SplitLevel,None,Excellent,524600
14837,3,2,1986,1975,347.0,1107,2,0,2,1,8,1,1,417.0,200,2020,4,Riverside,2Story,BuiltIn,Excellent,217600
5196,10,6,2022,1992,1987.0,2801,2,0,2,2,6,0,0,736.0,0,2017,1,Oakwood,1Story,Detached,Average,493200
3922,9,10,1976,1978,1466.0,4160,1,1,3,2,8,1,2,541.0,0,2022,7,Greenfield,1Story,Detached,Excellent,624700
15588,9,10,1995,2004,2030.0,4356,1,0,1,1,7,0,3,54.0,0,2022,11,Sunnyvale,2Story,Attached,Fair,670700
15941,10,6,2011,1960,1529.0,899,3,0,4,1,8,0,1,439.0,0,2016,12,Old Town,1.5Story,Attached,Good,313300
16076,8,6,1970,1967,1139.0,1954,3,0,5,2,5,1,2,350.0,0,2016,9,Sunnyvale,SplitLevel,None,Excellent,413600
14894,9,1,1982,1974,2378.0,4332,1,0,4,2,11,0,3,750.0,400,2017,10,Sunnyvale,1Story,None,Good,693200
9012,4,7,1963,2012,1076.0,605,2,0,4,2,10,0,1,870.0,0,2019,7,Suburbia,SplitLevel,None,Excellent,234400
8997,2,9,1995,1970,429.0,2366,1,1,2,1,7,0,1,8.0,400,2017,9,Oakwood,1Story,Attached,Average,363900
17846,10,10,1967,1983,1718.0,1776,2,0,1,2,8,1,1,769.0,400,2019,3,Oakwood,2Story,Attached,Fair,396000
14700,8,9,2021,1981,1040.0,2068,1,0,4,1,6,0,1,637.0,0,2023,7,Riverside,1Story,,Poor,356000
11906,9,1,1954,1991,1360.0,4248,2,1,2,1,3,2,3,316.0,0,2015,6,Hillcrest,2Story,None,Excellent,610100
13361,7,4,2005,2009,766.0,4454,3,0,2,1,10,0,1,198.0,0,2023,12,Greenfield,2Story,BuiltIn,Excellent,573300
8486,6,1,1956,2010,661.0,1612,2,1,3,2,4,1,2,357.0,0,2016,3,Oakwood,1Story,BuiltIn,Good,305900
9979,5,7,2019,1953,2031.0,3767,3,1,2,2,4,1,0,720.0,0,2019,11,Greenfield,2Story,Detached,Good,560200
15329,4,8,1959,2014,182.0,2518,2,0,3,2,5,2,1,286.0,400,2020,9,Sunnyvale,1.5Story,BuiltIn,Fair,383800
7167,3,10,2009,1983,1645.0,4244,3,1,5,2,8,2,3,50.0,0,2015,7,Downtown,1.5Story,Attached,Poor,600500
11666,4,4,2022,2014,1672.0,1397,2,1,3,1,6,2,0,516.0,0,2015,3,Sunnyvale,1Story,BuiltIn,Good,298900
16828,1,7,2015,2010,693.0,776,3,1,2,1,3,2,3,417.0,400,2022,5,Old Town,2Story,BuiltIn,Good,255300
14138,7,4,2002,1955,974.0,3894,1,0,5,2,3,0,3,509.0,400,2023,7,Riverside,1Story,BuiltIn,Average,581200
19163,4,1,2014,1981,1062.0,2596,3,0,1,2,3,0,3,192.0,0,2021,10,Suburbia,1.5Story,BuiltIn,Average,410300
13340,3,3,2022,2008,806.0,2263,2,0,1,1,6,0,0,398.0,200,2023,12,Suburbia,SplitLevel,Attached,Fair,324500
19385,6,3,1974,2000,1553.0,2107,2,1,3,1,4,1,2,276.0,0,2018,3,Sunnyvale,1.5Story,Detached,Poor,353500
8469,10,4,1996,1977,2497.0,2395,1,1,1,1,10,0,3,116.0,200,2021,1,Hillcrest,1.5Story,BuiltIn,Good,505000
14234,8,6,1985,1974,1868.0,4076,1,0,3,2,5,1,1,306.0,400,2015,12,Oakwood,1.5Story,Attached,Average,610800
10079,8,9,2015,2001,1251.0,1161,3,1,1,2,9,2,2,458.0,400,2017,10,Sunnyvale,1Story,Detached,Poor,335100
11325,9,10,1981,2022,2316.0,4067,1,0,1,1,7,0,2,185.0,400,2023,10,Sunnyvale,1.5Story,Attached,Average,642000
16284,5,9,2001,2007,2390.0,2833,3,1,2,1,5,0,0,252.0,0,2019,11,Northgate,2Story,BuiltIn,Good,483800
10617,4,1,1972,1976,1262.0,998,1,0,3,1,3,1,2,101.0,400,2016,12,Riverside,SplitLevel,,Average,275000
9941,4,3,2014,1986,558.0,642,1,0,4,1,11,0,0,270.0,200,2021,7,Sunnyvale,SplitLevel,BuiltIn,Poor,172600
13965,5,2,1966,1972,888.0,4314,3,0,3,1,4,1,1,800.0,200,2018,3,Greenfield,1.5Story,None,Poor,499200
4759,6,2,2009,1976,722.0,2461,2,0,2,2,8,1,0,43.0,200,2017,7,Riverside,SplitLevel,Attached,Excellent,411900
6020,10,1,1981,1952,1454.0,2563,3,0,4,2,4,1,1,187.0,0,2015,5,Riverside,SplitLevel,,Fair,459200
17818,6,7,1990,1988,2103.0,852,3,1,1,1,4,2,1,316.0,0,2017,6,Riverside,1.5Story,None,Good,308100
4917,7,5,1974,1987,1607.0,1904,2,1,3,2,9,1,3,411.0,0,2023,6,Northgate,1.5Story,None,Poor,371500
9610,8,4,2021,2020,1351.0,3270,1,0,1,1,11,2,0,836.0,0,2016,1,Oakwood,SplitLevel,Detached,Excellent,529300
15504,4,9,1966,2016,2182.0,1300,3,1,2,1,5,2,3,381.0,0,2019,4,Lakeside,2Story,Attached,Good,403600
12461,2,3,1966,1992,643.0,2421,3,1,1,2,6,0,1,97.0,0,2016,8,Old Town,1Story,Attached,Poor,296700
17373,10,4,2009,2020,1412.0,3380,3,0,3,2,3,1,3,433.0,0,2018,10,Greenfield,1.5Story,None,Good,561900
19896,9,6,1989,1973,2340.0,3434,1,1,1,1,5,0,1,520.0,400,2022,3,Sunnyvale,1.5Story,None,Average,592600
15168,7,6,1986,1970,557.0,3354,1,0,2,1,9,1,2,605.0,0,2022,5,Riverside,2Story,BuiltIn,Poor,449400
5079,4,1,2013,2000,702.0,4407,3,1,2,2,7,2,3,567.0,200,2020,7,Hillcrest,SplitLevel,Detached,Excellent,609900
7719,2,1,1977,1986,589.0,3551,2,1,3,1,4,1,0,,0,2022,2,Sunnyvale,2Story,Detached,Excellent,451200
6797,3,4,1963,1968,922.0,2987,2,1,3,1,5,2,3,107.0,0,2017,10,Old Town,2Story,Detached,Average,412600
3830,7,5,1976,1992,1424.0,2738,1,1,4,1,10,0,1,156.0,0,2019,8,Suburbia,1Story,BuiltIn,Good,450500
7470,7,1,1998,2018,933.0,4367,2,0,5,1,9,2,2,431.0,0,2020,10,Riverside,SplitLevel,None,Fair,565700
16877,4,3,1985,1958,2180.0,3671,3,0,4,2,5,1,3,507.0,400,2019,4,Downtown,1Story,BuiltIn,Poor,573800
11338,7,4,2016,2017,1239.0,3897,1,0,4,2,5,2,3,605.0,0,2015,9,Hillcrest,2Story,Attached,Average,554200
7481,1,1,1983,1964,1448.0,2325,1,1,5,1,10,2,0,372.0,400,2017,8,Northgate,2Story,BuiltIn,Excellent,367300
8370,5,7,1983,2010,965.0,3889,1,0,1,2,7,0,1,506.0,400,2022,11,Hillcrest,1.5Story,Attached,Good,557500
15875,6,7,1980,2019,520.0,2413,1,0,2,2,7,0,1,243.0,0,2020,5,Riverside,2Story,None,Good,385600
9262,10,1,2011,2005,731.0,1102,3,1,4,1,8,2,0,242.0,0,2016,8,Downtown,2Story,BuiltIn,Good,345800
19133,1,7,1989,1961,1420.0,2073,3,0,5,1,10,2,2,617.0,0,2019,7,Suburbia,2Story,Attached,Poor,333500
5719,5,10,1979,1957,2391.0,1723,3,0,4,1,10,0,1,518.0,0,2015,10,Lakeside,SplitLevel,BuiltIn,Fair,401400
16944,4,5,2021,1964,895.0,1866,1,1,2,2,8,2,1,853.0,0,2019,8,Lakeside,SplitLevel,None,Good,364500
9368,8,10,1998,2019,1615.0,2384,2,1,3,1,11,1,1,194.0,400,2019,2,Oakwood,SplitLevel,None,Average,468000
17056,6,3,2000,1996,1143.0,3274,3,0,1,2,3,1,3,473.0,400,2021,3,Riverside,1Story,BuiltIn,Average,517700
8122,5,8,1978,1967,142.0,3840,1,1,2,2,9,1,2,211.0,0,2017,1,Hillcrest,1Story,Attached,Good,515100
4136,6,9,1988,1957,34.0,2679,1,1,2,1,11,1,1,382.0,400,2019,11,Lakeside,1.5Story,Attached,Good,466900
12795,3,5,1961,1965,620.0,1618,1,1,4,1,4,2,0,689.0,0,2020,11,Riverside,2Story,Detached,Excellent,300800
8051,10,7,2003,1992,2133.0,1868,2,1,4,2,4,0,1,447.0,0,2022,1,Northgate,2Story,Attached,Good,443300
4125,2,9,2007,1967,863.0,1041,1,1,2,2,8,2,0,343.0,0,2018,2,Old Town,2Story,None,Good,242800
11984,7,4,2020,1996,1414.0,2645,1,0,2,2,11,2,3,227.0,200,2019,11,Oakwood,SplitLevel,Attached,Excellent,493900
17555,10,5,1998,1972,2061.0,2426,3,0,2,1,6,1,2,253.0,400,2019,9,Greenfield,2Story,None,Fair,503000
6356,7,7,1952,1952,1420.0,1835,3,0,4,2,3,1,1,820.0,200,2017,9,Suburbia,1.5Story,BuiltIn,Fair,354800
16703,5,5,1981,1957,1238.0,2674,2,1,4,1,8,0,0,384.0,0,2023,1,Greenfield,1Story,BuiltIn,Poor,371300
4828,4,7,2015,2005,1685.0,1743,1,0,3,1,7,2,0,72.0,0,2022,11,Riverside,1Story,Detached,Fair,364000
10394,1,3,2011,1991,955.0,1653,2,0,4,1,6,1,0,765.0,0,2018,3,Sunnyvale,1Story,BuiltIn,Average,252300
6141,3,7,2012,1980,1430.0,3115,1,0,1,1,4,0,1,744.0,0,2018,5,Oakwood,SplitLevel,,Poor,438500
16718,5,7,2017,1969,1875.0,1587,3,0,5,2,9,1,0,292.0,0,2017,4,Downtown,1.5Story,Detached,Fair,350500
6343,4,8,1962,2022,1642.0,2142,2,0,3,1,3,2,1,729.0,200,2019,4,Downtown,1.5Story,Attached,Average,408400
12204,4,10,1952,1962,2390.0,4045,2,0,5,1,7,0,0,,0,2022,11,Riverside,1.5Story,BuiltIn,Average,545400
14530,3,6,2006,1962,2252.0,4099,1,0,5,1,5,2,1,211.0,400,2019,7,Downtown,SplitLevel,None,Excellent,630700
3404,3,5,1978,2008,1392.0,1512,1,0,5,1,6,0,2,434.0,0,2017,1,Hillcrest,2Story,BuiltIn,Fair,317700
17039,9,6,1970,1951,1182.0,4208,1,1,2,2,11,2,2,338.0,0,2017,1,Riverside,2Story,None,Average,589700
15046,10,5,1985,1962,1975.0,3961,3,1,5,1,7,2,3,485.0,0,2023,5,Downtown,2Story,Detached,Excellent,668600
7389,10,3,2003,1993,6.0,3285,1,1,5,1,5,0,2,119.0,200,2022,1,Riverside,1Story,BuiltIn,Fair,481000
12160,1,6,1960,2006,2000.0,685,2,0,5,1,6,1,2,82.0,0,2016,12,Oakwood,SplitLevel,Attached,Average,260400
10491,7,9,1997,2001,496.0,1288,3,1,1,2,8,1,2,178.0,200,2019,8,Northgate,1Story,Attached,Poor,295500
6292,4,6,2014,2009,2324.0,2197,1,1,2,2,5,2,0,717.0,0,2021,4,Sunnyvale,SplitLevel,BuiltIn,Good,428300
8387,8,3,2020,1980,2366.0,1354,1,0,5,2,6,0,0,536.0,0,2020,4,Old Town,2Story,BuiltIn,Fair,326500
18183,1,1,2008,2016,1507.0,1327,1,0,1,1,7,0,3,705.0,400,2021,11,Riverside,SplitLevel,BuiltIn,Average,294900
18638,8,8,1993,2020,31.0,986,1,0,5,2,10,1,3,532.0,0,2020,9,Old Town,1Story,Detached,Fair,212400
12637,4,10,2018,1988,1755.0,2891,3,1,3,2,4,1,0,515.0,200,2015,10,Hillcrest,1Story,BuiltIn,Average,477300
13517,1,7,2010,1996,2208.0,1814,1,0,2,1,5,2,3,91.0,400,2019,4,Northgate,2Story,Attached,Fair,387000
4154,1,8,1988,1969,1036.0,774,1,1,1,2,3,2,1,698.0,200,2021,6,Sunnyvale,SplitLevel,Detached,Average,244800
15144,6,7,1977,1950,1701.0,2534,1,0,3,2,4,0,1,868.0,200,2021,12,Oakwood,1Story,Detached,Average,441500
19920,5,8,1992,1994,2323.0,2990,1,1,1,1,4,0,0,3.0,0,2018,9,Riverside,2Story,None,Good,486200
4651,1,1,1993,1960,27.0,1055,3,0,1,2,5,0,3,571.0,200,2015,7,Lakeside,SplitLevel,,Excellent,244500
11053,2,9,1952,1992,376.0,1338,1,1,2,2,4,2,1,553.0,0,2023,7,Northgate,1.5Story,BuiltIn,Good,244200
15115,2,10,2021,2001,1543.0,2468,1,1,1,2,4,1,3,788.0,0,2019,8,Greenfield,1.5Story,None,Excellent,417400
19478,8,9,1971,2005,1882.0,3860,1,1,5,1,4,0,0,764.0,0,2019,1,Old Town,SplitLevel,None,Fair,532000
17153,1,9,1965,1972,2012.0,1522,2,0,4,2,11,2,2,344.0,0,2015,1,Greenfield,1.5Story,BuiltIn,Good,281100
3412,7,8,1987,1987,1592.0,4464,2,0,1,1,4,1,0,202.0,0,2016,12,Sunnyvale,1Story,Detached,Average,609100
12510,8,9,2015,1957,148.0,1073,3,0,5,2,8,2,1,680.0,0,2022,8,Riverside,SplitLevel,Detached,Good,299000
10651,4,9,2008,1969,1856.0,2476,2,0,1,1,5,1,3,872.0,200,2016,5,Greenfield,2Story,BuiltIn,Good,448500
8949,10,1,1953,1966,2398.0,4178,3,1,3,1,11,1,3,497.0,400,2016,10,Sunnyvale,1.5Story,None,Excellent,693800
14344,2,4,2010,2012,2256.0,3239,3,0,4,2,9,1,3,398.0,200,2017,6,Riverside,SplitLevel,None,Average,508700
15775,5,6,1950,2016,1706.0,3004,3,1,4,2,10,1,0,371.0,400,2022,12,Oakwood,2Story,Detached,Poor,428600
5143,3,6,1960,2010,1299.0,2081,1,0,3,1,9,0,1,581.0,0,2017,6,Riverside,2Story,None,Average,377500
10943,6,6,1998,2014,1002.0,1374,2,1,3,1,9,0,0,784.0,400,2016,2,Hillcrest,SplitLevel,None,Excellent,320000
13998,5,5,1993,2021,1990.0,1058,3,0,4,1,7,2,2,373.0,400,2018,11,Downtown,1.5Story,Detached,Average,340700
17296,4,5,2005,1968,1094.0,1488,2,0,2,2,8,0,3,445.0,0,2023,4,Downtown,SplitLevel,None,Poor,334400
8342,3,1,2007,1974,1237.0,2162,3,0,4,2,7,1,0,851.0,0,2020,12,Northgate,1.5Story,None,Fair,327200
18901,3,9,1973,2019,1747.0,1587,2,0,1,1,4,1,0,180.0,400,2023,9,Downtown,1Story,None,Good,370600
5811,3,6,1952,2017,847.0,3820,3,0,3,1,3,1,1,503.0,200,2023,1,Suburbia,2Story,Detached,Excellent,502000
5343,9,1,1969,2005,1789.0,1541,2,1,3,1,4,0,0,22.0,400,2019,6,Suburbia,2Story,Detached,Excellent,379700
19866,10,1,1995,1953,685.0,3502,1,0,2,2,3,1,0,763.0,0,2015,2,Sunnyvale,1Story,Detached,Excellent,533600
12956,4,5,2005,1997,1855.0,3714,3,1,1,1,3,2,3,897.0,200,2016,3,Lakeside,SplitLevel,None,Excellent,643300
19482,9,9,2022,2016,966.0,1659,2,0,5,1,8,1,3,652.0,0,2021,5,Suburbia,2Story,BuiltIn,Fair,391900
5421,3,2,1965,1950,1327.0,2782,3,1,5,1,9,2,1,897.0,400,2017,6,Riverside,2Story,Attached,Average,455100
15040,1,4,2020,1985,226.0,1591,3,1,4,2,8,1,3,494.0,0,2021,5,Oakwood,2Story,BuiltIn,Poor,238600
5064,6,9,2011,1978,1392.0,692,3,1,2,2,5,1,3,810.0,0,2018,3,Old Town,1.5Story,None,Average,264900
14252,6,3,2009,1985,1652.0,1061,2,1,3,2,11,0,0,440.0,400,2023,11,Greenfield,2Story,Attached,Fair,249200
6191,10,4,1959,2017,2342.0,874,1,1,3,2,6,2,0,720.0,0,2016,7,Downtown,1.5Story,None,Good,339600
16261,1,9,2004,2020,174.0,3577,1,1,3,1,9,2,0,833.0,0,2015,3,Sunnyvale,SplitLevel,Attached,Fair,410700
14046,1,8,1967,1977,1289.0,1191,1,1,5,2,5,2,3,525.0,0,2018,10,Greenfield,1.5Story,,Poor,227600
7425,4,6,1980,1991,303.0,4312,2,1,4,1,5,2,3,772.0,0,2023,11,Suburbia,SplitLevel,Attached,Average,572700
7440,8,6,2022,2001,591.0,3924,3,1,5,2,4,2,2,354.0,0,2018,4,Oakwood,1Story,None,Good,587400
12900,5,7,1966,1996,2364.0,2122,2,0,3,2,4,2,0,559.0,0,2017,5,Riverside,SplitLevel,BuiltIn,Fair,376400
15144,3,8,1973,2012,1749.0,2496,1,0,2,2,11,2,0,402.0,200,2022,5,Hillcrest,2Story,Attached,Good,424600
4682,9,10,1981,1956,1454.0,1238,3,1,2,1,9,1,3,310.0,0,2022,6,Northgate,1.5Story,Attached,Poor,362200
7451,9,9,1966,2014,1482.0,1495,3,1,3,2,11,1,2,263.0,0,2023,6,Hillcrest,1.5Story,Detached,Poor,342500
13552,5,1,2020,1986,1526.0,2681,3,1,5,2,4,2,2,121.0,200,2023,10,Old Town,1.5Story,None,Good,434500
15323,6,8,2022,1998,1182.0,943,3,1,1,2,5,0,0,867.0,0,2020,6,Oakwood,1Story,None,Poor,254700
16918,4,4,1952,1981,276.0,2664,1,1,5,2,3,2,1,609.0,0,2017,7,Old Town,1Story,Attached,Average,342400
18152,9,7,1987,1993,1793.0,2618,2,0,5,1,4,0,3,451.0,0,2017,1,Suburbia,2Story,Detached,Fair,465800
6561,7,10,1980,1969,1327.0,3726,1,0,5,2,5,1,3,,400,2019,5,Downtown,1.5Story,BuiltIn,Average,605900
17083,3,6,1982,2000,77.0,813,1,0,1,2,11,2,2,730.0,0,2023,3,Northgate,1.5Story,Attached,Good,225100
13181,2,2,2022,2010,354.0,1140,3,1,2,1,8,2,2,739.0,0,2017,3,Oakwood,SplitLevel,None,Good,267000
12011,10,3,1959,1966,453.0,3738,1,0,2,2,11,0,1,52.0,0,2023,8,Old Town,SplitLevel,BuiltIn,Average,453800
14954,7,4,1967,1974,1124.0,3849,2,1,1,1,4,1,0,79.0,400,2016,11,Lakeside,1Story,Detached,Good,606500
16629,2,8,1971,1999,382.0,790,2,0,3,1,4,2,3,876.0,0,2017,12,Northgate,2Story,None,Poor,173200
9640,7,6,1995,1955,2351.0,616,2,1,1,1,4,0,1,550.0,0,2017,2,Suburbia,SplitLevel,None,Good,304600
17434,1,10,1983,1955,823.0,2066,1,0,2,1,7,1,3,772.0,0,2016,11,Greenfield,2Story,None,Excellent,329200
3392,3,10,1988,2002,1806.0,1091,3,1,4,2,6,2,0,691.0,0,2021,12,Downtown,SplitLevel,Attached,Excellent,350700
16503,6,7,1997,1983,949.0,4383,1,0,3,1,4,2,0,52.0,0,2018,7,Greenfield,1Story,None,Average,563600
13954,10,1,1958,2013,2419.0,2208,3,0,5,2,5,2,0,,0,2021,1,Oakwood,1.5Story,None,Fair,426200
16992,4,8,1991,2012,1994.0,1531,2,0,2,2,7,2,2,419.0,400,2016,6,Lakeside,2Story,,Fair,403100
13453,3,9,2007,1959,1341.0,3223,2,1,1,1,6,2,0,698.0,0,2023,10,Greenfield,1.5Story,BuiltIn,Average,441900
12446,9,7,1975,2001,1031.0,1458,1,0,2,2,10,2,2,639.0,0,2023,5,Hillcrest,2Story,Detached,Good,379400
8078,10,2,1953,2017,1698.0,2948,3,1,3,2,6,0,0,152.0,0,2019,4,Suburbia,1.5Story,Attached,Excellent,493800
5539,1,3,1953,1960,2403.0,2624,2,0,1,2,7,2,1,897.0,0,2021,12,Sunnyvale,SplitLevel,BuiltIn,Average,409700
11502,8,4,2012,1990,1214.0,3749,3,1,1,2,4,0,0,211.0,0,2023,11,Lakeside,1.5Story,None,Good,587200
6629,5,10,1985,1968,1088.0,3163,2,1,1,2,9,0,1,154.0,0,2015,4,Oakwood,1Story,Detached,Fair,455900
